project_id,category,location,project_cost,planned_duration_months,planned_progress,actual_progress,progress_deviation,expenditure_percentage,cost_progress_ratio,resource_availability,material_availability,workforce_availability,contractor_performance,delay_days,milestone_completion_rate,change_requests,weather_impact,previous_delay_count,risk_history,risk_level,predicted_delay_months,predicted_cost_overrun_percentage
PRJ-1145,Power Infrastructure,Andhra Pradesh,3254.31,39,44.9,43.4,1.5,45.3,1.044,84.3,71.8,81.5,80.3,27,92.5,0,3.2,1,3.9,MEDIUM,3.7,4.1
PRJ-1146,Railway,Maharashtra,5372.5,24,70.6,65.8,4.8,69.1,1.05,77.8,83.1,81.5,77.0,32,95.4,0,3.1,0,3.6,MEDIUM,2.6,5.9
PRJ-1147,Power Infrastructure,Gujarat,3118.94,46,68.5,52.3,16.2,61.7,1.18,58.6,64.1,68.1,67.4,76,72.4,5,5.9,2,6.7,HIGH,5.7,16.9
PRJ-1148,Railway,Himachal Pradesh,1996.23,41,24.8,2.0,22.8,5.0,2.5,45.3,51.3,36.3,40.6,109,15.0,6,9.4,4,7.2,CRITICAL,11.2,25.2
PRJ-1149,Bridge,Uttarakhand,1308.22,39,46.9,18.2,28.7,23.9,1.313,37.0,31.1,46.6,34.1,143,37.5,5,8.4,4,8.6,CRITICAL,12.5,27.6
PRJ-1150,Airport,Karnataka,4915.95,52,84.0,76.9,7.1,85.7,1.114,74.2,77.1,82.7,78.9,48,94.1,1,2.3,1,3.9,MEDIUM,2.3,4.9
PRJ-1151,Irrigation,Tamil Nadu,2854.71,40,58.4,56.9,1.5,59.7,1.049,75.2,77.9,84.4,80.5,36,100.0,1,2.9,0,3.1,MEDIUM,2.9,5.1
PRJ-1152,Bridge,Kerala,506.96,50,38.7,35.2,3.5,38.7,1.099,75.4,78.4,72.6,82.3,36,91.8,3,5.0,0,3.5,MEDIUM,2.8,8.1
PRJ-1153,Airport,Bihar,3394.62,24,42.9,42.1,0.8,42.4,1.007,97.3,91.3,88.2,96.6,5,95.0,0,0.4,0,0.5,LOW,0.0,0.0
PRJ-1154,Power Infrastructure,Himachal Pradesh,579.33,20,66.0,59.6,6.4,62.4,1.047,73.9,78.7,80.5,79.5,31,93.0,1,5.5,1,3.7,MEDIUM,3.1,8.3
PRJ-1155,Airport,Uttarakhand,11147.06,48,69.7,67.5,2.2,69.0,1.022,75.9,72.3,81.5,79.1,31,98.8,0,4.7,1,2.6,MEDIUM,2.2,3.5
PRJ-1156,Highway,Himachal Pradesh,4788.57,18,66.0,50.3,15.7,60.1,1.195,64.4,66.2,64.3,67.3,85,73.9,3,5.0,1,5.9,HIGH,6.2,13.4
PRJ-1157,Airport,Gujarat,1966.39,35,77.8,45.3,32.5,59.8,1.32,52.0,43.7,54.5,32.7,171,60.4,3,7.1,4,8.0,CRITICAL,7.4,25.2
PRJ-1158,Metro,Madhya Pradesh,3454.92,67,24.0,24.0,0.0,24.4,1.017,92.8,92.9,99.8,86.0,0,98.5,0,0.6,0,0.5,LOW,0.0,0.2
PRJ-1159,Railway,Gujarat,14163.73,59,31.2,22.9,8.3,25.8,1.127,76.3,74.7,72.0,80.9,13,69.8,3,2.0,0,2.6,MEDIUM,3.4,8.2
PRJ-1160,Urban Development,Karnataka,470.19,33,58.7,31.5,27.2,43.8,1.39,51.9,38.2,38.9,53.8,163,57.7,8,7.2,2,8.3,CRITICAL,10.9,30.8
PRJ-1161,Airport,Telangana,10625.52,35,29.5,2.0,27.5,5.0,2.5,51.2,40.8,43.1,35.6,176,15.0,8,9.1,4,9.1,CRITICAL,13.0,28.4
PRJ-1162,Bridge,Andhra Pradesh,999.91,32,20.0,19.0,1.0,18.7,0.984,94.9,95.8,89.8,95.3,0,94.9,0,1.3,0,0.7,LOW,0.2,1.9
PRJ-1163,Bridge,Madhya Pradesh,3023.13,35,51.0,48.7,2.3,49.0,1.006,82.8,76.0,84.4,84.0,37,91.8,0,2.0,0,2.6,MEDIUM,3.6,5.9
PRJ-1164,Urban Development,Jammu & Kashmir,427.42,30,81.4,68.4,13.0,79.4,1.161,67.7,64.8,57.4,68.9,93,85.1,6,5.9,2,5.9,HIGH,6.5,14.5
PRJ-1165,Airport,Uttar Pradesh,1439.6,69,36.9,31.6,5.3,34.5,1.092,85.5,80.0,86.0,70.4,52,86.1,2,2.3,1,3.9,MEDIUM,2.3,5.7
PRJ-1166,Railway,Odisha,3940.92,24,45.0,34.2,10.8,40.2,1.175,59.5,54.4,59.0,66.1,79,76.9,5,6.4,2,5.1,HIGH,4.2,14.2
PRJ-1167,Airport,Uttar Pradesh,4995.59,59,61.6,54.8,6.8,58.4,1.066,82.6,70.8,72.1,81.4,40,86.5,2,2.1,0,3.3,MEDIUM,2.2,9.0
PRJ-1168,Highway,Andhra Pradesh,2116.49,31,82.1,52.1,30.0,71.3,1.369,44.2,32.6,48.6,35.8,169,64.1,6,9.3,5,8.8,CRITICAL,13.1,28.0
PRJ-1169,Metro,Madhya Pradesh,2584.97,46,61.5,56.3,5.2,60.6,1.076,85.7,73.2,73.0,71.7,29,92.8,1,3.3,1,4.5,MEDIUM,2.9,4.1
PRJ-1170,Metro,Delhi NCR,6722.29,53,22.3,14.9,7.4,16.8,1.128,74.0,71.7,72.4,73.4,31,65.4,2,3.1,0,3.8,MEDIUM,1.6,4.4
PRJ-1171,Urban Development,Odisha,488.1,15,80.5,72.5,8.0,83.2,1.148,67.9,66.0,60.2,60.3,87,89.5,4,4.8,1,6.3,HIGH,4.6,10.8
PRJ-1172,Urban Development,Maharashtra,1733.93,36,36.1,11.7,24.4,14.1,1.205,49.7,31.0,48.9,43.3,122,31.5,4,7.9,2,7.9,CRITICAL,14.0,31.9
PRJ-1173,Railway,Tamil Nadu,2960.34,42,79.6,79.6,0.0,76.6,0.962,89.9,97.4,94.7,90.4,4,100.0,0,0.7,0,1.7,LOW,0.5,1.4
PRJ-1174,Metro,Himachal Pradesh,3157.96,70,72.7,56.4,16.3,69.4,1.23,68.3,61.2,67.5,57.1,89,76.8,5,6.1,1,7.0,HIGH,4.7,16.8
PRJ-1175,Highway,Kerala,876.32,38,51.7,51.3,0.4,51.3,1.0,94.8,91.9,97.4,90.0,0,96.3,0,3.7,0,1.3,LOW,0.0,1.3
PRJ-1176,Urban Development,Karnataka,1506.25,19,72.1,67.9,4.2,70.0,1.031,83.3,70.8,74.4,74.8,27,92.7,0,2.5,0,2.6,MEDIUM,2.5,5.7
PRJ-1177,Water Supply,Karnataka,174.71,26,76.7,71.6,5.1,73.1,1.021,80.2,76.0,86.6,70.6,23,93.5,1,3.1,0,4.2,MEDIUM,2.2,5.5
PRJ-1178,Highway,Telangana,615.0,25,26.5,25.5,1.0,25.6,1.004,94.9,89.7,91.4,85.7,7,99.0,0,1.0,0,2.0,LOW,0.0,1.4
PRJ-1179,Irrigation,Uttar Pradesh,448.8,28,72.8,71.8,1.0,70.8,0.986,89.4,88.2,97.9,90.3,0,94.7,0,1.5,0,1.9,LOW,0.1,1.4
PRJ-1180,Irrigation,West Bengal,1478.66,21,30.2,2.0,28.2,5.0,2.5,35.9,44.4,45.7,34.3,196,15.0,2,5.4,2,7.4,CRITICAL,10.9,19.5
PRJ-1181,Bridge,Gujarat,1403.37,18,60.6,48.6,12.0,54.8,1.128,70.0,63.7,67.2,57.8,45,77.6,1,5.2,2,5.6,HIGH,4.7,15.7
PRJ-1182,Irrigation,Himachal Pradesh,759.19,33,24.4,5.9,18.5,7.1,1.203,70.4,54.3,56.4,56.3,61,21.9,2,7.6,2,5.9,HIGH,7.2,15.7
PRJ-1183,Water Supply,Karnataka,202.54,30,81.2,81.2,0.0,81.4,1.002,91.8,92.2,99.1,94.5,1,99.4,0,1.0,0,0.5,LOW,0.1,2.4
PRJ-1184,Bridge,Bihar,1081.58,18,67.8,67.8,0.0,69.4,1.024,97.8,93.5,94.8,85.7,1,100.0,0,1.4,0,0.7,LOW,0.3,0.6
PRJ-1185,Metro,Odisha,3809.01,56,77.0,71.3,5.7,77.0,1.08,85.2,74.4,72.0,79.5,31,90.9,1,2.3,1,2.8,MEDIUM,2.6,6.8
PRJ-1186,Highway,Bihar,1561.37,33,55.9,22.5,33.4,29.6,1.316,47.3,36.3,41.0,51.7,162,40.7,2,9.0,3,7.0,CRITICAL,9.6,26.9
PRJ-1187,Irrigation,Odisha,556.3,15,37.3,29.0,8.3,34.5,1.19,73.4,72.7,86.8,74.4,31,81.2,5,2.8,0,3.2,MEDIUM,2.9,8.5
PRJ-1188,Bridge,Madhya Pradesh,679.2,28,61.2,49.9,11.3,57.0,1.142,61.8,68.9,55.5,66.3,96,78.4,5,6.1,2,6.2,HIGH,6.8,15.2
PRJ-1189,Metro,Gujarat,3449.68,53,57.7,31.7,26.0,40.2,1.268,46.4,44.4,38.1,40.8,151,57.1,6,9.4,3,8.4,CRITICAL,14.2,22.9
PRJ-1190,Water Supply,Uttar Pradesh,664.65,41,49.7,41.7,8.0,44.7,1.072,56.9,61.9,69.5,58.5,63,81.8,1,4.5,2,5.4,HIGH,5.6,16.3
PRJ-1191,Power Infrastructure,Rajasthan,2390.22,55,24.4,21.1,3.3,22.4,1.062,81.1,84.3,74.3,83.2,24,87.9,2,2.9,1,3.2,MEDIUM,2.1,5.0
PRJ-1192,Bridge,Delhi NCR,1263.6,42,27.1,26.9,0.2,27.7,1.03,91.3,92.9,96.1,88.3,1,100.0,0,1.6,0,0.8,LOW,0.3,3.1
PRJ-1193,Irrigation,Telangana,689.51,16,42.7,37.7,5.0,43.3,1.149,77.0,74.6,74.9,82.8,28,88.0,2,3.5,1,4.2,MEDIUM,2.7,6.8
PRJ-1194,Bridge,Rajasthan,3436.24,40,88.4,83.8,4.6,90.0,1.074,73.2,82.2,76.2,83.8,34,90.7,2,1.9,1,2.8,MEDIUM,2.1,7.2
PRJ-1195,Highway,West Bengal,850.33,36,24.9,23.4,1.5,25.0,1.068,78.5,76.7,72.2,83.1,47,97.3,1,2.2,1,3.0,MEDIUM,2.7,4.2
PRJ-1196,Water Supply,Andhra Pradesh,220.97,29,51.8,36.3,15.5,43.2,1.19,58.2,58.6,54.8,57.6,98,67.9,4,4.6,3,5.1,HIGH,6.3,14.4
PRJ-1197,Airport,Tamil Nadu,1561.02,77,23.3,22.6,0.7,23.4,1.035,91.3,87.0,90.0,95.9,0,94.8,0,0.5,0,1.4,LOW,0.0,2.1
PRJ-1198,Airport,Kerala,3554.26,67,49.9,44.6,5.3,48.1,1.078,74.5,71.5,86.4,74.7,24,87.8,2,4.3,0,2.9,MEDIUM,3.1,5.5
PRJ-1199,Urban Development,Assam,989.95,35,43.4,37.5,5.9,40.3,1.075,82.2,77.3,81.5,83.5,18,91.5,1,5.2,0,3.3,MEDIUM,2.7,5.3
PRJ-1200,Urban Development,Andhra Pradesh,826.07,31,49.0,46.3,2.7,45.8,0.989,73.9,80.1,77.9,84.0,17,93.9,0,1.9,0,3.8,MEDIUM,3.0,5.1
PRJ-1201,Highway,Gujarat,2050.58,34,37.6,20.6,17.0,24.4,1.184,60.0,55.8,55.1,57.8,112,56.6,2,6.3,3,5.6,HIGH,6.6,13.6
PRJ-1202,Airport,Bihar,2260.18,82,50.2,50.2,0.0,54.1,1.078,91.2,86.1,94.0,91.7,4,99.8,1,0.9,0,1.5,LOW,0.3,0.0
PRJ-1203,Airport,Uttar Pradesh,1964.83,61,63.0,35.0,28.0,44.0,1.257,49.2,50.1,46.4,41.5,164,53.5,3,5.8,2,8.5,CRITICAL,12.4,30.5
PRJ-1204,Railway,Odisha,4227.74,58,21.1,4.3,16.8,5.1,1.186,61.2,66.7,58.9,63.5,91,21.0,4,4.2,3,6.5,HIGH,5.5,15.2
PRJ-1205,Irrigation,Andhra Pradesh,276.35,28,68.6,67.2,1.4,70.5,1.049,96.4,90.1,92.9,94.9,0,100.0,1,0.7,0,2.1,LOW,0.4,1.1
PRJ-1206,Water Supply,Uttarakhand,1096.78,31,72.5,72.5,0.0,75.2,1.037,93.5,90.1,93.1,87.7,1,98.1,1,3.3,0,1.2,LOW,0.3,1.4
PRJ-1207,Railway,Assam,1906.61,46,44.4,14.9,29.5,20.4,1.369,37.1,35.5,41.3,42.7,122,31.2,9,9.6,2,8.7,CRITICAL,11.2,27.8
PRJ-1208,Bridge,Madhya Pradesh,5624.69,30,82.7,82.7,0.0,82.6,0.999,96.8,98.8,95.2,95.2,1,100.0,0,0.4,0,1.6,LOW,0.3,0.8
PRJ-1209,Highway,Odisha,2269.32,50,42.2,34.2,8.0,38.2,1.117,70.7,67.9,68.9,66.1,58,77.8,4,4.6,3,6.3,HIGH,5.2,13.4
PRJ-1210,Highway,Uttarakhand,2237.85,41,82.2,74.2,8.0,85.2,1.148,64.3,68.9,68.6,68.7,138,93.1,1,5.6,2,5.8,HIGH,5.6,14.0
PRJ-1211,Urban Development,West Bengal,919.06,14,76.5,68.3,8.2,77.5,1.135,65.4,59.1,61.3,66.5,55,88.2,6,4.0,3,5.1,HIGH,6.3,14.9
PRJ-1212,Irrigation,Odisha,257.83,29,56.9,53.4,3.5,56.0,1.049,80.7,80.8,73.7,75.2,45,94.5,2,1.6,1,3.1,MEDIUM,3.0,7.4
PRJ-1213,Railway,Andhra Pradesh,6392.65,46,58.5,31.3,27.2,42.1,1.345,41.1,42.4,40.6,49.8,132,50.3,8,8.5,3,7.8,CRITICAL,8.6,24.2
PRJ-1214,Irrigation,Gujarat,1923.7,14,85.2,79.7,5.5,81.5,1.023,73.5,84.3,72.9,74.6,24,94.9,1,2.4,0,4.4,MEDIUM,3.4,6.2
PRJ-1215,Airport,Uttarakhand,3229.81,27,28.3,28.3,0.0,29.7,1.049,88.2,96.4,99.8,91.5,6,99.0,0,3.4,0,2.0,LOW,0.4,1.0
PRJ-1216,Airport,Odisha,4921.95,28,49.6,36.1,13.5,42.9,1.188,61.4,65.5,57.5,56.7,79,73.6,5,3.7,3,5.9,HIGH,5.1,16.8
PRJ-1217,Irrigation,Assam,331.23,37,25.0,8.2,16.8,10.1,1.232,65.2,58.1,56.4,59.4,92,33.2,3,6.8,3,6.4,HIGH,6.0,12.2
PRJ-1218,Airport,Himachal Pradesh,3438.72,56,47.2,43.2,4.0,46.5,1.076,74.8,76.2,73.1,75.8,23,89.2,3,4.1,0,2.7,MEDIUM,2.7,6.2
PRJ-1219,Metro,West Bengal,13017.66,57,59.4,59.4,0.0,61.1,1.029,93.9,88.5,90.0,92.2,5,97.8,0,2.3,0,1.1,LOW,0.2,0.0
PRJ-1220,Water Supply,Assam,2288.5,26,50.5,33.4,17.1,42.6,1.275,62.1,60.3,59.6,68.5,73,60.1,6,7.4,1,6.3,HIGH,7.1,10.2
PRJ-1221,Metro,Telangana,4579.22,77,35.8,31.4,4.4,32.5,1.035,78.8,70.4,77.7,78.4,39,87.9,2,1.8,1,3.6,MEDIUM,2.9,4.9
PRJ-1222,Water Supply,Himachal Pradesh,150.8,26,22.8,22.8,0.0,22.6,0.991,95.3,96.9,94.6,88.2,0,100.0,1,2.0,0,1.7,LOW,0.3,2.2
PRJ-1223,Highway,Telangana,1604.49,31,82.6,75.6,7.0,84.2,1.114,83.9,72.7,78.5,80.9,36,93.6,3,2.0,0,3.7,MEDIUM,2.5,5.2
PRJ-1224,Airport,West Bengal,5369.76,63,33.9,33.2,0.7,33.7,1.015,97.0,87.3,97.5,91.9,3,95.4,0,2.1,0,0.6,LOW,0.0,1.4
PRJ-1225,Water Supply,Andhra Pradesh,1235.47,23,55.1,55.1,0.0,56.6,1.027,92.5,89.6,89.6,88.2,0,100.0,1,1.9,0,1.8,LOW,0.3,0.9
PRJ-1226,Power Infrastructure,Delhi NCR,4479.69,38,47.9,47.9,0.0,46.2,0.965,97.2,97.2,91.8,94.4,5,100.0,0,2.2,0,0.6,LOW,0.0,0.8
PRJ-1227,Power Infrastructure,West Bengal,1551.07,50,74.0,69.3,4.7,73.9,1.066,73.6,73.8,84.4,81.8,30,97.2,3,2.6,1,4.4,MEDIUM,1.5,6.4
PRJ-1228,Urban Development,Jammu & Kashmir,869.17,23,43.9,40.9,3.0,44.1,1.078,77.1,71.5,83.5,71.5,24,91.2,4,5.5,0,4.1,MEDIUM,2.5,4.6
PRJ-1229,Metro,Tamil Nadu,1431.04,33,57.1,57.1,0.0,57.2,1.002,98.0,95.7,94.4,94.8,4,98.8,1,2.2,0,1.2,LOW,0.3,0.1
PRJ-1230,Airport,Uttarakhand,2308.93,50,42.8,27.8,15.0,31.8,1.144,65.7,58.8,58.8,61.7,101,65.3,2,6.6,2,7.1,HIGH,6.2,15.2
PRJ-1231,Irrigation,Tamil Nadu,157.49,15,22.7,19.7,3.0,20.1,1.02,80.9,79.3,73.8,75.6,43,83.5,0,4.4,0,4.7,MEDIUM,2.5,8.4
PRJ-1232,Bridge,Telangana,5221.39,25,34.7,24.6,10.1,31.4,1.276,56.0,58.6,58.5,65.3,74,73.5,8,4.2,3,6.2,HIGH,5.4,13.0
PRJ-1233,Bridge,West Bengal,5095.99,28,46.6,43.7,2.9,44.9,1.027,85.4,83.0,80.7,71.7,26,98.9,0,3.5,1,4.0,MEDIUM,0.8,6.1
PRJ-1234,Metro,Maharashtra,14726.63,49,50.3,43.6,6.7,47.7,1.094,82.0,78.7,84.0,82.7,37,87.9,2,4.1,1,4.2,MEDIUM,2.1,5.8
PRJ-1235,Highway,Rajasthan,3563.87,27,56.2,56.2,0.0,53.7,0.956,94.8,88.3,94.2,93.5,0,99.4,1,1.8,0,0.5,LOW,0.1,1.1
PRJ-1236,Power Infrastructure,Tamil Nadu,1230.64,29,70.8,70.8,0.0,72.3,1.021,98.6,94.3,97.2,86.6,1,96.2,0,0.4,0,0.5,LOW,0.3,0.0
PRJ-1237,Power Infrastructure,Odisha,2142.62,49,91.0,90.6,0.4,90.0,0.993,98.0,96.2,93.8,91.6,0,99.8,0,2.4,0,2.1,LOW,0.3,0.0
PRJ-1238,Bridge,Assam,3573.47,32,71.0,39.6,31.4,50.8,1.283,42.5,39.8,49.6,50.1,148,50.2,2,8.3,3,7.8,CRITICAL,10.8,20.2
PRJ-1239,Power Infrastructure,Assam,2827.99,55,49.2,25.5,23.7,32.6,1.278,68.7,60.5,63.7,68.7,45,52.4,7,4.7,1,7.0,HIGH,6.9,12.2
PRJ-1240,Bridge,Karnataka,934.53,41,30.3,9.1,21.2,11.2,1.231,63.2,66.4,55.3,57.5,84,31.9,6,5.8,2,5.6,HIGH,6.6,20.6
PRJ-1241,Highway,Gujarat,3720.18,43,31.6,17.8,13.8,20.3,1.14,56.9,55.9,55.7,58.7,62,54.5,2,6.3,2,5.7,HIGH,6.2,18.8
PRJ-1242,Water Supply,Rajasthan,385.06,15,69.1,39.9,29.2,51.4,1.288,36.7,44.9,36.3,45.4,133,57.2,3,7.7,3,8.0,CRITICAL,11.4,23.7
PRJ-1243,Metro,Uttarakhand,2225.53,34,74.7,73.6,1.1,73.2,0.995,93.6,87.8,98.4,85.1,6,95.9,0,3.3,0,1.3,LOW,0.0,1.4
PRJ-1244,Power Infrastructure,Uttar Pradesh,2311.54,32,33.2,32.9,0.3,32.6,0.991,98.9,96.1,90.7,93.3,2,100.0,1,0.6,0,0.7,LOW,0.0,2.6
PRJ-1245,Urban Development,Rajasthan,629.61,29,72.0,70.5,1.5,74.3,1.054,82.0,76.7,72.4,77.7,18,97.2,2,2.8,1,3.2,MEDIUM,2.8,6.8
PRJ-1246,Railway,Delhi NCR,6310.01,43,28.2,20.2,8.0,20.8,1.03,64.2,63.0,61.3,66.7,71,71.6,1,5.1,1,6.9,HIGH,6.0,12.2
PRJ-1247,Metro,Delhi NCR,3799.62,31,85.6,78.7,6.9,86.9,1.104,82.4,79.6,76.7,71.8,30,93.7,1,3.4,0,3.1,MEDIUM,2.6,5.6
PRJ-1248,Urban Development,Himachal Pradesh,423.46,30,66.0,50.9,15.1,59.7,1.173,59.2,56.7,68.9,69.0,95,80.3,5,4.4,3,6.5,HIGH,6.3,17.5
PRJ-1249,Irrigation,Delhi NCR,236.74,29,79.4,79.4,0.0,78.1,0.984,96.6,98.3,91.3,91.0,4,100.0,1,1.1,0,2.1,LOW,0.4,1.1
PRJ-1250,Urban Development,Odisha,241.95,24,20.9,4.7,16.2,5.7,1.213,70.6,68.7,61.9,65.0,76,17.8,3,6.5,1,6.9,HIGH,6.4,9.7
PRJ-1251,Urban Development,Delhi NCR,1351.25,17,33.6,33.2,0.4,31.8,0.958,94.5,96.9,88.2,85.7,0,95.3,0,0.3,0,1.9,LOW,0.3,2.2
PRJ-1252,Metro,Jammu & Kashmir,5136.24,73,34.8,15.7,19.1,18.8,1.197,57.1,63.5,67.7,56.8,99,43.0,2,7.8,3,6.3,HIGH,5.8,18.7
PRJ-1253,Power Infrastructure,Madhya Pradesh,1091.86,35,22.4,2.0,20.4,5.0,2.5,50.0,47.0,39.4,36.6,160,15.0,2,7.8,3,8.9,CRITICAL,9.4,24.4
PRJ-1254,Bridge,Madhya Pradesh,2071.13,31,74.3,64.3,10.0,74.2,1.154,61.5,68.7,58.7,61.3,114,88.2,4,4.2,2,5.4,HIGH,5.9,11.2
PRJ-1255,Urban Development,Jammu & Kashmir,212.63,23,61.4,54.1,7.3,60.8,1.124,73.5,76.4,78.8,77.2,48,89.6,2,4.9,1,4.4,MEDIUM,3.1,4.4
PRJ-1256,Bridge,Madhya Pradesh,1544.42,43,84.2,84.2,0.0,86.9,1.032,98.9,88.1,96.3,95.8,2,100.0,2,1.8,0,0.9,LOW,0.5,0.1
PRJ-1257,Power Infrastructure,Tamil Nadu,1486.5,46,87.4,84.1,3.3,85.9,1.021,84.2,81.1,75.8,72.4,26,99.3,2,1.7,1,3.3,MEDIUM,3.0,5.1
PRJ-1258,Airport,Rajasthan,10789.74,46,90.5,55.5,35.0,72.2,1.301,35.9,42.8,53.3,35.8,139,61.4,2,5.8,4,8.7,CRITICAL,13.3,24.5
PRJ-1259,Airport,Andhra Pradesh,1523.93,31,32.0,23.0,9.0,26.2,1.139,75.9,71.1,72.8,81.5,45,71.9,4,1.9,1,3.9,MEDIUM,1.8,7.9
PRJ-1260,Irrigation,Himachal Pradesh,570.56,30,84.2,80.8,3.4,78.1,0.967,75.5,83.7,74.3,80.0,32,94.0,0,4.9,1,4.5,MEDIUM,3.3,5.7
PRJ-1261,Railway,Karnataka,1230.3,48,52.8,52.8,0.0,53.8,1.019,92.6,95.3,93.3,85.1,3,95.9,0,1.9,0,1.9,LOW,0.0,1.0
PRJ-1262,Metro,Rajasthan,8261.23,64,68.2,67.2,1.0,70.5,1.049,90.2,94.1,92.3,91.3,1,98.9,0,2.5,0,1.3,LOW,0.3,2.5
PRJ-1263,Water Supply,Karnataka,331.55,15,85.9,81.4,4.5,85.4,1.049,79.5,79.5,80.1,83.3,24,93.1,1,1.9,0,3.6,MEDIUM,2.0,6.0
PRJ-1264,Bridge,Tamil Nadu,1249.82,35,65.4,39.7,25.7,48.2,1.214,40.8,51.2,54.3,41.5,211,59.0,2,6.3,2,9.2,CRITICAL,9.2,29.5
PRJ-1265,Water Supply,Odisha,430.75,16,21.4,21.4,0.0,21.8,1.019,91.8,90.4,88.1,97.6,5,100.0,1,1.8,0,0.8,LOW,0.1,0.4
PRJ-1266,Irrigation,Himachal Pradesh,1565.82,16,48.8,32.8,16.0,38.9,1.186,67.3,60.2,68.4,60.7,84,63.4,4,7.8,2,7.1,HIGH,6.0,21.3
PRJ-1267,Power Infrastructure,Odisha,2625.35,19,88.6,87.3,1.3,87.3,1.0,97.0,94.7,89.5,94.3,5,99.0,0,2.0,0,1.0,LOW,0.3,0.6
PRJ-1268,Highway,West Bengal,3037.92,37,62.1,44.9,17.2,54.2,1.207,56.9,62.6,69.0,55.4,87,71.2,6,3.8,2,6.9,HIGH,6.1,12.4
PRJ-1269,Water Supply,Assam,1472.17,33,37.0,34.8,2.2,35.8,1.029,73.8,83.0,80.9,82.2,33,91.7,1,3.6,1,3.5,MEDIUM,1.6,4.4
PRJ-1270,Highway,Assam,2030.44,22,77.4,74.3,3.1,77.4,1.042,76.7,70.8,80.3,81.3,35,94.4,5,4.6,0,2.7,MEDIUM,1.2,7.6
PRJ-1271,Power Infrastructure,Maharashtra,6511.17,22,37.5,34.1,3.4,36.6,1.073,74.9,80.6,72.3,80.6,51,87.7,2,2.8,1,4.6,MEDIUM,3.0,7.2
PRJ-1272,Irrigation,Telangana,328.05,24,40.3,33.1,7.2,36.1,1.091,75.3,71.9,73.9,77.3,28,86.0,2,3.2,1,3.1,MEDIUM,2.4,8.7
PRJ-1273,Water Supply,Odisha,289.41,21,74.5,72.7,1.8,78.2,1.076,72.3,71.5,78.2,71.1,28,98.5,3,4.3,0,4.2,MEDIUM,1.8,7.3
PRJ-1274,Urban Development,Himachal Pradesh,1118.44,21,34.6,30.8,3.8,33.9,1.101,81.3,77.4,85.8,83.9,56,89.5,2,3.1,1,3.4,MEDIUM,1.7,6.8
PRJ-1275,Bridge,Jammu & Kashmir,1141.06,22,28.4,27.9,0.5,28.5,1.022,96.8,96.2,91.6,85.3,3,95.7,0,1.9,0,1.7,LOW,0.1,0.6
PRJ-1276,Bridge,Madhya Pradesh,2340.99,52,26.5,6.0,20.5,7.6,1.267,41.4,38.8,36.0,37.7,143,17.4,5,7.2,4,8.4,CRITICAL,11.6,17.9
PRJ-1277,Water Supply,Jammu & Kashmir,153.37,12,90.0,84.9,5.1,88.5,1.042,77.9,75.9,82.0,75.0,27,95.7,1,3.5,0,4.2,MEDIUM,2.5,4.6
PRJ-1278,Highway,Assam,482.84,34,48.8,44.6,4.2,47.4,1.063,81.3,82.5,75.2,78.7,33,94.0,1,3.6,0,3.6,MEDIUM,2.1,9.5
PRJ-1279,Irrigation,Assam,2921.03,32,63.7,43.7,20.0,53.6,1.227,67.9,60.7,55.0,62.6,98,65.4,2,5.6,1,5.2,HIGH,6.8,14.0
PRJ-1280,Metro,Delhi NCR,1276.79,47,65.4,43.3,22.1,53.8,1.242,63.1,52.2,59.8,62.9,81,69.1,5,5.4,1,6.6,HIGH,8.8,15.6
PRJ-1281,Metro,Himachal Pradesh,1497.45,35,23.8,22.3,1.5,23.3,1.045,79.5,77.6,75.6,80.0,34,91.5,0,5.4,1,4.3,MEDIUM,3.3,7.2
PRJ-1282,Highway,Assam,1412.39,40,70.2,48.9,21.3,65.3,1.335,38.3,30.2,38.0,54.0,177,68.3,9,9.8,3,8.5,CRITICAL,12.6,26.0
PRJ-1283,Highway,Tamil Nadu,872.82,38,58.2,26.2,32.0,35.5,1.355,43.7,43.8,46.1,37.4,167,48.5,5,8.3,3,8.1,CRITICAL,11.3,33.7
PRJ-1284,Water Supply,Karnataka,893.61,12,89.1,81.1,8.0,89.3,1.101,55.4,59.0,58.8,62.3,82,87.3,2,6.0,3,5.4,HIGH,6.1,14.2
PRJ-1285,Power Infrastructure,Bihar,558.0,31,31.3,29.8,1.5,32.2,1.081,75.8,78.9,82.8,80.7,40,98.3,3,4.3,0,3.4,MEDIUM,1.7,5.9
PRJ-1286,Highway,Madhya Pradesh,2202.94,32,51.0,19.6,31.4,25.9,1.321,35.9,32.1,35.7,45.3,162,36.6,6,7.2,3,9.4,CRITICAL,13.1,31.6
PRJ-1287,Water Supply,Andhra Pradesh,1036.35,28,28.4,10.3,18.1,12.2,1.184,64.5,60.2,64.0,56.8,73,36.8,4,3.0,1,5.6,HIGH,4.4,16.3
PRJ-1288,Bridge,Delhi NCR,732.45,34,57.8,53.5,4.3,56.8,1.062,85.8,82.6,72.5,78.5,36,93.0,1,3.5,0,4.5,MEDIUM,2.4,8.6
PRJ-1289,Irrigation,Andhra Pradesh,1736.49,24,35.2,35.2,0.0,35.1,0.997,88.7,99.0,88.3,87.4,2,100.0,0,2.1,0,1.9,LOW,0.2,1.8
